SessionId,Phrase,Score
2,cassandra exact content,0.08159336872699961
2,cassandra instances,0.08159336872699961
2,cassandra instances point,0.08159336872699961
2,cassandra moment,0.08159336872699961
2,cassandra moment use,0.08159336872699961
2,cassandra stats,0.08159336872699961
2,cassandra stats product,0.08159336872699961
2,content,0.08159336872699961
2,content presentation,0.08159336872699961
2,content presentation depend,0.08159336872699961
2,couple,0.07504454204224771
2,couple cassandra,0.08159336872699961
2,couple cassandra instances,0.08159336872699961
2,data,0.046105129032121696
2,data people,0.08159336872699961
2,data people sounds,0.08159336872699961
2,depend,0.07504454204224771
2,depend time,0.08159336872699961
2,depend time writing,0.08159336872699961
2,different,0.059202782401625464
2,different problems,0.08159336872699961
2,different problems ve,0.08159336872699961
2,encountered,0.08159336872699961
2,encountered ve,0.08159336872699961
2,encountered ve attempted,0.08159336872699961
2,exact,0.08159336872699961
2,exact content,0.08159336872699961
2,exact content presentation,0.08159336872699961
2,functionality,0.07039807556431253
2,functionality support,0.08159336872699961
2,functionality support different,0.08159336872699961
2,happens,0.07504454204224771
2,happens ll,0.08159336872699961
2,happens ll let,0.08159336872699961
2,instances,0.08159336872699961
2,instances point,0.08159336872699961
2,instances point view,0.08159336872699961
2,intention,0.08159336872699961
2,intention couple,0.08159336872699961
2,intention couple cassandra,0.08159336872699961
2,know,0.07039807556431253
2,know intention,0.08159336872699961
2,know intention couple,0.08159336872699961
2,let,0.06679399616474317
2,let know,0.08159336872699961
2,let know intention,0.08159336872699961
2,ll,0.08429211930410052
2,ll let,0.08159336872699961
2,ll let know,0.08159336872699961
2,ll looking,0.08159336872699961
2,ll looking soundcloud,0.08159336872699961
2,looking,0.07504454204224771
2,looking soundcloud,0.08159336872699961
2,looking soundcloud uses,0.08159336872699961
2,moment,0.07504454204224771
2,moment use,0.08159336872699961
2,moment use cassandra,0.08159336872699961
2,overcome,0.08159336872699961
2,people,0.04079933043979967
2,people sounds,0.08159336872699961
2,people sounds soundcloud,0.08159336872699961
2,point,0.08159336872699961
2,point view,0.08159336872699961
2,point view products,0.08159336872699961
2,presentation,0.06384924887956066
2,presentation depend,0.08159336872699961
2,presentation depend time,0.08159336872699961
2,problems,0.06135950052553929
2,problems ve,0.08159336872699961
2,problems ve encountered,0.08159336872699961
2,product,0.055598703002056105
2,product provides,0.08159336872699961
2,product provides analytics,0.08159336872699961
2,products,0.06679399616474317
2,products functionality,0.08159336872699961
2,products functionality support,0.08159336872699961
2,provides,0.07504454204224771
2,provides analytics,0.08159336872699961
2,provides analytics data,0.08159336872699961
2,qcon,0.08159336872699961
2,qcon happens,0.08159336872699961
2,qcon happens ll,0.08159336872699961
2,releasing,0.08159336872699961
2,releasing teams,0.08159336872699961
2,releasing teams soundcloud,0.08159336872699961
2,soundcloud,0.22513362612674315
2,soundcloud releasing,0.08159336872699961
2,soundcloud releasing teams,0.08159336872699961
2,soundcloud started,0.08159336872699961
2,soundcloud started using,0.08159336872699961
2,soundcloud uses,0.08159336872699961
2,soundcloud uses cassandra,0.08159336872699961
2,sounds,0.08159336872699961
2,sounds soundcloud,0.08159336872699961
2,sounds soundcloud releasing,0.08159336872699961
2,started,0.06135950052553929
2,started using,0.08159336872699961
2,started using cassandra,0.08159336872699961
2,stats,0.08159336872699961
2,stats product,0.08159336872699961
2,stats product provides,0.08159336872699961
2,support,0.06679399616474317
2,support different,0.08159336872699961
2,support different problems,0.08159336872699961
2,teams,0.05405931074277308
2,teams soundcloud,0.08159336872699961
2,teams soundcloud started,0.08159336872699961
2,time,0.046105129032121696
2,time writing,0.08159336872699961
2,time writing qcon,0.08159336872699961
2,use,0.04904987631730422
2,use cassandra,0.08159336872699961
2,use cassandra stats,0.08159336872699961
2,uses,0.07039807556431253
2,uses cassandra,0.08159336872699961
2,uses cassandra moment,0.08159336872699961
2,using,0.04904987631730422
2,using cassandra,0.08159336872699961
2,using cassandra exact,0.08159336872699961
2,ve,0.11119740600411221
2,ve attempted,0.08159336872699961
2,ve attempted overcome,0.08159336872699961
2,ve encountered,0.08159336872699961
2,ve encountered ve,0.08159336872699961
2,view,0.08159336872699961
2,view products,0.08159336872699961
2,view products functionality,0.08159336872699961
2,writing,0.06135950052553929
2,writing qcon,0.08159336872699961
2,writing qcon happens,0.08159336872699961
3,2014,0.11026816213579382
3,2014 state,0.11026816213579382
3,2014 state devops,0.11026816213579382
3,30,0.1014178463081734
3,30 times,0.11026816213579382
3,30 times frequently,0.11026816213579382
3,50,0.11026816213579382
3,50 percent,0.11026816213579382
3,50 percent fewer,0.11026816213579382
3,according,0.11026816213579382
3,according 2014,0.11026816213579382
3,according 2014 state,0.11026816213579382
3,code,0.06779368271223453
3,code 30,0.11026816213579382
3,code 30 times,0.11026816213579382
3,complaint,0.11026816213579382
3,complaint takes,0.11026816213579382
3,complaint takes long,0.11026816213579382
3,counterparts,0.11026816213579382
3,deliver,0.09026776702203125
3,deliver new,0.11026816213579382
3,deliver new features,0.11026816213579382
3,deploying,0.1014178463081734
3,deploying code,0.11026816213579382
3,deploying code 30,0.11026816213579382
3,devops,0.0951384472964502
3,devops report,0.11026816213579382
3,devops report high,0.11026816213579382
3,failures,0.1014178463081734
3,failures lower,0.11026816213579382
3,failures lower performing,0.11026816213579382
3,features,0.09026776702203125
3,features innovation,0.11026816213579382
3,features innovation according,0.11026816213579382
3,fewer,0.11026816213579382
3,fewer failures,0.11026816213579382
3,fewer failures lower,0.11026816213579382
3,frequently,0.11026816213579382
3,frequently 50,0.11026816213579382
3,frequently 50 percent,0.11026816213579382
3,high,0.07743781564120934
3,high performing,0.11026816213579382
3,high performing organizations,0.11026816213579382
3,innovation,0.11026816213579382
3,innovation according,0.11026816213579382
3,innovation according 2014,0.11026816213579382
3,long,0.08628813146882977
3,long deliver,0.11026816213579382
3,long deliver new,0.11026816213579382
3,lower,0.11026816213579382
3,lower performing,0.11026816213579382
3,lower performing counterparts,0.11026816213579382
3,new,0.07115841662948615
3,new features,0.11026816213579382
3,new features innovation,0.11026816213579382
3,organizations,0.0951384472964502
3,organizations deploying,0.11026816213579382
3,organizations deploying code,0.11026816213579382
3,owners,0.11026816213579382
3,owners complaint,0.11026816213579382
3,owners complaint takes,0.11026816213579382
3,percent,0.11026816213579382
3,percent fewer,0.11026816213579382
3,percent fewer failures,0.11026816213579382
3,performing,0.2028356926163468
3,performing counterparts,0.11026816213579382
3,performing organizations,0.11026816213579382
3,performing organizations deploying,0.11026816213579382
3,product,0.07513805218268763
3,product owners,0.11026816213579382
3,product owners complaint,0.11026816213579382
3,report,0.11026816213579382
3,report high,0.11026816213579382
3,report high performing,0.11026816213579382
3,state,0.0951384472964502
3,state devops,0.11026816213579382
3,state devops report,0.11026816213579382
3,takes,0.0951384472964502
3,takes long,0.11026816213579382
3,takes long deliver,0.11026816213579382
3,talk,0.06355572977060654
3,talk product,0.11026816213579382
3,talk product owners,0.11026816213579382
3,times,0.06112794503853398
3,times frequently,0.11026816213579382
3,times frequently 50,0.11026816213579382
4,agile,0.12630016475452865
4,agile leading,0.17406708764441645
4,agile leading experts,0.17406708764441645
4,autism,0.17406708764441645
4,autism creativity,0.17406708764441645
4,autism creativity psychology,0.17406708764441645
4,code,0.10701773460118018
4,creativity,0.16009615831170473
4,creativity psychology,0.17406708764441645
4,creativity psychology programming,0.17406708764441645
4,develop,0.16009615831170473
4,develop code,0.17406708764441645
4,diversity,0.17406708764441645
4,diversity agile,0.17406708764441645
4,diversity agile leading,0.17406708764441645
4,experts,0.17406708764441645
4,experts autism,0.17406708764441645
4,experts autism creativity,0.17406708764441645
4,leading,0.142494868957186
4,leading experts,0.17406708764441645
4,leading experts autism,0.17406708764441645
4,neuro,0.17406708764441645
4,neuro diversity,0.17406708764441645
4,neuro diversity agile,0.17406708764441645
4,programming,0.142494868957186
4,programming teach,0.17406708764441645
4,programming teach way,0.17406708764441645
4,psychology,0.16009615831170473
4,psychology programming,0.17406708764441645
4,psychology programming teach,0.17406708764441645
4,teach,0.17406708764441645
4,teach way,0.17406708764441645
4,teach way develop,0.17406708764441645
4,way,0.08192514729196078
4,way develop,0.17406708764441645
4,way develop code,0.17406708764441645
5,application,0.15120953082266375
5,application goal,0.11095308287132123
5,application goal presentation,0.11095308287132123
5,application using,0.11095308287132123
5,application using just,0.11095308287132123
5,available,0.09572939117396739
5,available latest,0.11095308287132123
5,available latest version,0.11095308287132123
5,build,0.08050569947661355
5,build fully,0.11095308287132123
5,build fully working,0.11095308287132123
5,core,0.09572939117396739
5,core libraries,0.11095308287132123
5,core libraries available,0.11095308287132123
5,corner,0.11095308287132123
5,corner developers,0.11095308287132123
5,corner developers use,0.11095308287132123
5,developers,0.07560476541133188
5,developers use,0.11095308287132123
5,developers use java,0.11095308287132123
5,end,0.1610113989532271
5,end application,0.11095308287132123
5,end application using,0.11095308287132123
5,end end,0.10204779410582923
5,end end application,0.11095308287132123
5,examples,0.09572939117396739
5,examples streams,0.11095308287132123
5,examples streams lambdas,0.11095308287132123
5,features,0.09082845710868571
5,features application,0.11095308287132123
5,features application goal,0.11095308287132123
5,fully,0.11095308287132123
5,fully working,0.11095308287132123
5,fully working end,0.11095308287132123
5,goal,0.10204779410582923
5,goal presentation,0.11095308287132123
5,goal presentation slide,0.11095308287132123
5,java,0.24151709842984062
5,java features,0.11095308287132123
5,java features application,0.11095308287132123
5,java just,0.11095308287132123
5,java just corner,0.11095308287132123
5,just,0.17364820481695079
5,just core,0.11095308287132123
5,just core libraries,0.11095308287132123
5,just corner,0.11095308287132123
5,just corner developers,0.11095308287132123
5,lambdas,0.11095308287132123
5,lambdas build,0.11095308287132123
5,lambdas build fully,0.11095308287132123
5,latest,0.11095308287132123
5,latest version,0.11095308287132123
5,latest version java,0.11095308287132123
5,libraries,0.09572939117396739
5,libraries available,0.11095308287132123
5,libraries available latest,0.11095308287132123
5,presentation,0.08682410240847539
5,presentation slide,0.11095308287132123
5,presentation slide sized,0.11095308287132123
5,sized,0.11095308287132123
5,sized examples,0.11095308287132123
5,sized examples streams,0.11095308287132123
5,slide,0.11095308287132123
5,slide sized,0.11095308287132123
5,slide sized examples,0.11095308287132123
5,streams,0.09572939117396739
5,streams lambdas,0.11095308287132123
5,streams lambdas build,0.11095308287132123
5,use,0.06669947664583988
5,use java,0.11095308287132123
5,use java features,0.11095308287132123
5,using,0.06669947664583988
5,using just,0.11095308287132123
5,using just core,0.11095308287132123
5,version,0.11095308287132123
5,version java,0.11095308287132123
5,working,0.09082845710868571
5,working end,0.11095308287132123
5,working end end,0.11095308287132123
6,21st,0.189487777229163
6,21st century,0.189487777229163
6,21st century choose,0.189487777229163
6,api,0.16348846809505627
6,century,0.1742791563410535
6,century choose,0.189487777229163
6,century choose super,0.189487777229163
6,chance,0.189487777229163
6,chance superhero,0.189487777229163
6,chance superhero 21st,0.189487777229163
6,choose,0.16348846809505627
6,choose super,0.189487777229163
6,choose super power,0.189487777229163
6,given,0.15511856003712568
6,given chance,0.189487777229163
6,given chance superhero,0.189487777229163
6,power,0.1742791563410535
6,power super,0.189487777229163
6,power super api,0.189487777229163
6,super,0.378975554458326
6,super api,0.189487777229163
6,super power,0.189487777229163
6,super power super,0.189487777229163
6,superhero,0.189487777229163
6,superhero 21st,0.189487777229163
6,superhero 21st century,0.189487777229163
7,10,0.11078024639411779
7,10 years,0.11078024639411779
7,10 years person,0.11078024639411779
7,assisted,0.11078024639411779
7,assisted classified,0.11078024639411779
7,assisted classified problem,0.11078024639411779
7,assisting,0.11078024639411779
7,assisting cab,0.11078024639411779
7,assisting cab make,0.11078024639411779
7,cab,0.11078024639411779
7,cab make,0.11078024639411779
7,cab make sense,0.11078024639411779
7,centres,0.22156049278823559
7,centres centres,0.11078024639411779
7,centres centres uk,0.11078024639411779
7,centres uk,0.11078024639411779
7,centres uk tesco,0.11078024639411779
7,classified,0.11078024639411779
7,classified problem,0.11078024639411779
7,classified problem type,0.11078024639411779
7,data,0.12519491801595214
7,data going,0.11078024639411779
7,data going 10,0.11078024639411779
7,datakind,0.11078024639411779
7,datakind uk,0.11078024639411779
7,datakind uk team,0.11078024639411779
7,geo,0.11078024639411779
7,geo data,0.11078024639411779
7,going,0.09558026930815562
7,going 10,0.11078024639411779
7,going 10 years,0.11078024639411779
7,make,0.08038029222219346
7,make sense,0.11078024639411779
7,make sense online,0.11078024639411779
7,online,0.10188882978700908
7,online usage,0.11078024639411779
7,online usage services,0.11078024639411779
7,person,0.20377765957401817
7,person assisted,0.11078024639411779
7,person assisted classified,0.11078024639411779
7,person visits,0.11078024639411779
7,person visits centres,0.11078024639411779
7,problem,0.09068696964254026
7,problem type,0.11078024639411779
7,problem type geo,0.11078024639411779
7,sense,0.11078024639411779
7,sense online,0.11078024639411779
7,sense online usage,0.11078024639411779
7,services,0.07548699255657809
7,services person,0.11078024639411779
7,services person visits,0.11078024639411779
7,shops,0.11078024639411779
7,shops data,0.11078024639411779
7,shops data going,0.11078024639411779
7,team,0.08330849299264127
7,team assisting,0.11078024639411779
7,team assisting cab,0.11078024639411779
7,tesco,0.11078024639411779
7,tesco shops,0.11078024639411779
7,tesco shops data,0.11078024639411779
7,type,0.09558026930815562
7,type geo,0.11078024639411779
7,type geo data,0.11078024639411779
7,uk,0.19116053861631124
7,uk team,0.10188882978700908
7,uk team assisting,0.11078024639411779
7,uk tesco,0.11078024639411779
7,uk tesco shops,0.11078024639411779
7,usage,0.11078024639411779
7,usage services,0.11078024639411779
7,usage services person,0.11078024639411779
7,visits,0.11078024639411779
7,visits centres,0.11078024639411779
7,visits centres centres,0.11078024639411779
7,years,0.07339694214634003
7,years person,0.11078024639411779
7,years person assisted,0.11078024639411779
8,2000,0.10903288447941897
8,2000 people,0.10903288447941897
8,2000 people powerful,0.10903288447941897
8,change,0.09735121647108763
8,day,0.1008474288545251
8,day qconlondon,0.10903288447941897
8,day qconlondon ll,0.10903288447941897
8,everyday,0.10680902388057227
8,everyday practice,0.10903288447941897
8,everyday practice extraordinary,0.10903288447941897
8,extraordinary,0.10903288447941897
8,extraordinary change,0.10903288447941897
8,kind,0.21806576895883795
8,kind organization,0.10903288447941897
8,kind organization everyday,0.10903288447941897
8,kind unconference,0.10903288447941897
8,kind unconference simple,0.10903288447941897
8,lead,0.10471231233627401
8,lead kind,0.10903288447941897
8,lead kind organization,0.10903288447941897
8,ll,0.09572061622371807
8,ll open,0.10903288447941897
8,ll open space,0.10903288447941897
8,meetings,0.10680902388057227
8,meetings 2000,0.10903288447941897
8,meetings 2000 people,0.10903288447941897
8,open,0.19811537068029164
8,open space,0.21806576895883795
8,open space kind,0.10903288447941897
8,open space times,0.10903288447941897
8,organization,0.10272899335679794
8,organization everyday,0.10903288447941897
8,organization everyday practice,0.10903288447941897
8,people,0.09266197322963125
8,people powerful,0.10903288447941897
8,people powerful way,0.10903288447941897
8,powerful,0.10471231233627401
8,powerful way,0.10903288447941897
8,powerful way lead,0.10903288447941897
8,practice,0.10471231233627401
8,practice extraordinary,0.10903288447941897
8,practice extraordinary change,0.10903288447941897
8,productive,0.10903288447941897
8,productive meetings,0.10903288447941897
8,productive meetings 2000,0.10903288447941897
8,qconlondon,0.10903288447941897
8,qconlondon ll,0.10903288447941897
8,qconlondon ll open,0.10903288447941897
8,run,0.10903288447941897
8,run productive,0.10903288447941897
8,run productive meetings,0.10903288447941897
8,simple,0.10680902388057227
8,simple way,0.10903288447941897
8,simple way run,0.10903288447941897
8,space,0.20942462467254802
8,space kind,0.10903288447941897
8,space kind unconference,0.10903288447941897
8,space times,0.10903288447941897
8,space times track,0.10903288447941897
8,times,0.10272899335679794
8,times track,0.10903288447941897
8,times track open,0.10903288447941897
8,track,0.10903288447941897
8,track open,0.10903288447941897
8,track open space,0.10903288447941897
8,unconference,0.10903288447941897
8,unconference simple,0.10903288447941897
8,unconference simple way,0.10903288447941897
8,way,0.1744351230217305
8,way lead,0.10903288447941897
8,way lead kind,0.10903288447941897
8,way run,0.10903288447941897
8,way run productive,0.10903288447941897
9,affect,0.09169600165086306
9,affect performance,0.09169600165086306
9,affect performance portability,0.09169600165086306
9,affecting,0.09169600165086306
9,affecting aspects,0.09169600165086306
9,affecting aspects distributed,0.09169600165086306
9,affects,0.09169600165086306
9,affects amplified,0.09169600165086306
9,affects amplified data,0.09169600165086306
9,amplified,0.18339200330172611
9,amplified data,0.09169600165086306
9,amplified data gravity,0.09169600165086306
9,amplified larger,0.09169600165086306
9,amplified larger volumes,0.09169600165086306
9,answers,0.08433631995288804
9,answers questions,0.09169600165086306
9,answers questions session,0.09169600165086306
9,aspects,0.08433631995288804
9,aspects distributed,0.09169600165086306
9,aspects distributed systems,0.09169600165086306
9,data,0.3108823219681872
9,data answers,0.09169600165086306
9,data answers questions,0.09169600165086306
9,data data,0.08433631995288804
9,data data gravity,0.09169600165086306
9,data gravity,0.27508800495258917
9,data gravity affects,0.09169600165086306
9,data gravity does,0.09169600165086306
9,data gravity recognized,0.09169600165086306
9,data storage,0.09169600165086306
9,data storage networks,0.09169600165086306
9,distributed,0.06895683986662234
9,distributed systems,0.08433631995288804
9,distributed systems data,0.09169600165086306
9,does,0.0665330837239812
9,does affect,0.09169600165086306
9,does affect performance,0.09169600165086306
9,effects,0.08433631995288804
9,effects amplified,0.09169600165086306
9,effects amplified larger,0.09169600165086306
9,gravity,0.27508800495258917
9,gravity affects,0.09169600165086306
9,gravity affects amplified,0.09169600165086306
9,gravity does,0.09169600165086306
9,gravity does affect,0.09169600165086306
9,gravity recognized,0.09169600165086306
9,gravity recognized affecting,0.09169600165086306
9,large,0.05637538090318142
9,large volumes,0.09169600165086306
9,large volumes data,0.09169600165086306
9,larger,0.08433631995288804
9,larger volumes,0.09169600165086306
9,larger volumes data,0.09169600165086306
9,networks,0.09169600165086306
9,networks stricter,0.09169600165086306
9,networks stricter performance,0.09169600165086306
9,performance,0.15822908537484426
9,performance portability,0.09169600165086306
9,performance portability effects,0.09169600165086306
9,performance requirements,0.09169600165086306
9,performance requirements large,0.09169600165086306
9,portability,0.09169600165086306
9,portability effects,0.09169600165086306
9,portability effects amplified,0.09169600165086306
9,questions,0.07506421757241807
9,questions session,0.09169600165086306
9,recognized,0.09169600165086306
9,recognized affecting,0.09169600165086306
9,recognized affecting aspects,0.09169600165086306
9,requirements,0.06895683986662234
9,requirements large,0.09169600165086306
9,requirements large volumes,0.09169600165086306
9,session,0.059173402026006204
9,storage,0.08433631995288804
9,storage networks,0.09169600165086306
9,storage networks stricter,0.09169600165086306
9,stricter,0.09169600165086306
9,stricter performance,0.09169600165086306
9,stricter performance requirements,0.09169600165086306
9,systems,0.059173402026006204
9,systems data,0.09169600165086306
9,systems data storage,0.09169600165086306
9,volumes,0.18339200330172611
9,volumes data,0.18339200330172611
9,volumes data answers,0.09169600165086306
9,volumes data data,0.09169600165086306
10,business,0.07437543746502867
10,business value,0.10914899387296073
10,business value got,0.10914899387296073
10,capitalise,0.10914899387296073
10,capitalise expected,0.10914899387296073
10,capitalise expected business,0.10914899387296073
10,careers,0.10914899387296073
10,careers seeing,0.10914899387296073
10,careers seeing good,0.10914899387296073
10,creating,0.10038850445033763
10,creating poor,0.10914899387296073
10,creating poor quality,0.10914899387296073
10,development,0.06291066999720736
10,development spend,0.10914899387296073
10,development spend careers,0.10914899387296073
10,does,0.0791966827014824
10,does good,0.10914899387296073
10,does good really,0.10914899387296073
10,expected,0.09417283828722156
10,expected business,0.10914899387296073
10,expected business value,0.10914899387296073
10,good,0.18834567657444312
10,good looks,0.10914899387296073
10,good looks like,0.10914899387296073
10,good really,0.10914899387296073
10,good really look,0.10914899387296073
10,got,0.09417283828722156
10,got state,0.10914899387296073
10,got state past,0.10914899387296073
10,history,0.09417283828722156
10,history littered,0.10914899387296073
10,history littered inefficient,0.10914899387296073
10,inefficient,0.10914899387296073
10,inefficient processes,0.10914899387296073
10,inefficient processes creating,0.10914899387296073
10,late,0.10914899387296073
10,late capitalise,0.10914899387296073
10,late capitalise expected,0.10914899387296073
10,like,0.14087238655771864
10,like history,0.10914899387296073
10,like history littered,0.10914899387296073
10,littered,0.10914899387296073
10,littered inefficient,0.10914899387296073
10,littered inefficient processes,0.10914899387296073
10,look,0.07665185944197539
10,look like,0.10038850445033763
10,looks,0.10914899387296073
10,looks like,0.10914899387296073
10,looks like history,0.10914899387296073
10,output,0.10914899387296073
10,output late,0.10914899387296073
10,output late capitalise,0.10914899387296073
10,past,0.08935159305076783
10,past does,0.10914899387296073
10,past does good,0.10914899387296073
10,people,0.05457803664283577
10,people working,0.10914899387296073
10,people working software,0.10914899387296073
10,poor,0.10914899387296073
10,poor quality,0.10914899387296073
10,poor quality output,0.10914899387296073
10,processes,0.08541234886459848
10,processes creating,0.10914899387296073
10,processes creating poor,0.10914899387296073
10,quality,0.10914899387296073
10,quality output,0.10914899387296073
10,quality output late,0.10914899387296073
10,really,0.09417283828722156
10,really look,0.10914899387296073
10,really look like,0.10914899387296073
10,seeing,0.10914899387296073
10,seeing good,0.10914899387296073
10,seeing good looks,0.10914899387296073
10,software,0.06422052711574325
10,software development,0.10038850445033763
10,software development spend,0.10914899387296073
10,spend,0.10914899387296073
10,spend careers,0.10914899387296073
10,spend careers seeing,0.10914899387296073
10,state,0.09417283828722156
10,state past,0.10914899387296073
10,state past does,0.10914899387296073
10,value,0.08935159305076783
10,value got,0.10914899387296073
10,value got state,0.10914899387296073
10,working,0.08935159305076783
10,working software,0.10914899387296073
10,working software development,0.10914899387296073
11,building,0.1061091580823108
11,building humans,0.16015379296856638
11,building humans naturally,0.16015379296856638
11,customers,0.1381793520137086
11,customers stakeholders,0.16015379296856638
11,customers stakeholders takes,0.16015379296856638
11,did,0.12532512808080562
11,did know,0.16015379296856638
11,did know relationship,0.16015379296856638
11,energy,0.16015379296856638
11,energy did,0.16015379296856638
11,energy did know,0.16015379296856638
11,humans,0.16015379296856638
11,humans naturally,0.16015379296856638
11,improving,0.14729956903566338
11,improving relationships,0.16015379296856638
11,improving relationships customers,0.16015379296856638
11,know,0.1381793520137086
11,know relationship,0.16015379296856638
11,know relationship building,0.16015379296856638
11,naturally,0.16015379296856638
11,relationship,0.14729956903566338
11,relationship building,0.16015379296856638
11,relationship building humans,0.16015379296856638
11,relationships,0.14729956903566338
